PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
DnEDG,r3r1k1/pppb2pp/3q1n2/4N3/Q4B2/7P/PP3PP1/RN2R1K1 w - - 3 17,e5d7 e8e1 g1h2 d6d7 a4d7 f6d7,1792,74,92,4281,crushing hangingPiece intermezzo long middlegame Rook Queen Knight,https://lichess.org/AnFqQ5U1#Some(32),Bishops_Opening Bishops_Opening_Boi_Variation,"['crushing', 'hangingPiece', 'intermezzo', 'middlegame', 'Rook', 'Queen', 'Knight']",7,"['crushing', 'hangingPiece', 'intermezzo', 'middlegame', 'Rook', 'Queen', 'Knight']"
bIGw2,2krr3/pp1n1p2/2p1pn1p/4B3/1bPP2p1/1P3NN1/1PK1RPPP/3R4 w - - 0 18,e5f6 g4f3 e2e3 d7f6,1843,74,91,1741,advantage intermezzo middlegame short Pawn Knight,https://lichess.org/6X73qtGY#Some(34),Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation,"['advantage', 'intermezzo', 'middlegame', 'Pawn', 'Knight']",5,"['advantage', 'intermezzo', 'middlegame', 'Pawn', 'Knight']"
3YLlL,r4rk1/ppp3pp/8/q3pp2/1bPnQ1b1/P1NP1N2/1P1B1PPP/R4RK1 w - - 0 14,e4e5 d4f3 g2f3 a5e5,1841,74,95,9265,crushing intermezzo kingsideAttack middlegame short Knight Queen,https://lichess.org/ASDobcvu#Some(26),Italian_Game Italian_Game_Two_Knights_Defense,"['crushing', 'intermezzo', 'kingsideAttack', 'middlegame', 'Knight', 'Queen']",6,"['crushing', 'intermezzo', 'kingsideAttack', 'middlegame', 'Knight', 'Queen']"
4Zrft,r2q1k1r/ppp2ppp/1b3n2/4Q2b/4P3/2PP4/PP1N2PP/R1B1KB1R w KQ - 1 13,b2b3 b6f2 e1f2 f6g4 f2g1 g4e5,1855,76,96,7278,attraction crushing exposedKing fork long opening sacrifice Bishop Knight,https://lichess.org/WvP0bjcK#Some(24),Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,"['attraction', 'crushing', 'exposedKing', 'fork', 'opening', 'sacrifice', 'Bishop', 'Knight']",8,"['attraction', 'crushing', 'exposedKing', 'fork', 'opening', 'sacrifice', 'Bishop', 'Knight']"
OOjfk,2r2b2/1ppknQ2/p1nq2Np/3p4/3P1p2/4P2P/PPP2PP1/R3K2R b KQ - 4 21,f4e3 g6f8 c8f8 f7f8 d6b4 c2c3 b4b2 e1g1,1736,84,93,1987,castling crushing defensiveMove middlegame veryLong Knight Queen Pawn King,https://lichess.org/1jX5M4gj/black#Some(41),,"['castling', 'crushing', 'defensiveMove', 'middlegame', 'Knight', 'Queen', 'Pawn', 'King']",8,"['castling', 'crushing', 'defensiveMove', 'middlegame', 'Knight', 'Queen', 'Pawn', 'King']"
VgVIw,2rr3k/1p2p1bp/p5p1/q7/2B5/1PB2P2/P2Q2PP/2RR2K1 b - - 0 21,g7c3 d2c3 a5c3 d1d8 c8d8 c1c3,1808,74,93,1140,crushing deflection discoveredAttack intermezzo long middlegame Queen Rook,https://lichess.org/NnBWO1xt/black#Some(41),,"['crushing', 'deflection', 'discoveredAttack', 'intermezzo', 'middlegame', 'Queen', 'Rook']",7,"['crushing', 'deflection', 'discoveredAttack', 'intermezzo', 'middlegame', 'Queen', 'Rook']"
S241p,6rk/pp3Rbp/3p2r1/2p1pR1Q/4P1B1/2PP3P/1q6/7K b - - 1 28,b2c3 h5h7 h8h7 f5h5 g6h6 g4f5 h7h8 h5h6 g7h6 f7h7,1860,78,96,17358,attraction clearance deflection mate mateIn5 middlegame sacrifice veryLong Queen Rook Bishop,https://lichess.org/qf6Q57yz/black#Some(55),,"['attraction', 'clearance', 'deflection', 'mateIn5', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Bishop']",9,"['attraction', 'clearance', 'deflection', 'mateIn5', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Bishop']"
cvu6D,r5n1/p2Q1p1k/1p2p3/4B1p1/6P1/8/PPP5/2KRq3 b - - 2 23,e1e5 d7f7 e5g7 d1h1 g8h6 h1h6 h7h6 f7h5,1761,76,95,13442,attraction endgame exposedKing mate mateIn4 pin veryLong Queen Rook,https://lichess.org/TvCR1e71/black#Some(45),,"['attraction', 'endgame', 'exposedKing', 'mateIn4', 'pin', 'Queen', 'Rook']",7,"['attraction', 'endgame', 'exposedKing', 'mateIn4', 'pin', 'Queen', 'Rook']"
Om3uG,2k4r/ppp2ppp/3p1n2/2bP1q2/2P1r3/1P2BN1P/1P3PP1/R2Q1RK1 b - - 2 16,h8e8 e3c5 d6c5 a1a7,1877,77,92,1128,capturingDefender crushing middlegame short Bishop Rook,https://lichess.org/pSriH5VF/black#Some(31),Italian_Game Italian_Game_Giuoco_Pianissimo,"['capturingDefender', 'crushing', 'middlegame', 'Bishop', 'Rook']",5,"['capturingDefender', 'crushing', 'middlegame', 'Bishop', 'Rook']"
F5u69,2r5/1Q4pk/p3qp1p/PpBP3P/8/4P3/5PP1/6K1 b - - 0 42,e6f5 e3e4 f5e4 b7c8,1846,74,93,1274,advantage deflection endgame short Pawn Queen,https://lichess.org/1t2yh1XS/black#Some(83),,"['advantage', 'deflection', 'endgame', 'Pawn', 'Queen']",5,"['advantage', 'deflection', 'endgame', 'Pawn', 'Queen']"
te79i,r1b1k2r/4bppp/p4n2/1p1qp1B1/2p5/2P5/PPB2PPP/RNQ1R1K1 b kq - 1 14,e8g8 g5f6 e7f6 c2e4 d5c5 e4a8,1790,75,96,3297,crushing long opening skewer Bishop,https://lichess.org/o4VqJiBI/black#Some(27),Sicilian_Defense Sicilian_Defense_Bowdler_Attack,"['crushing', 'opening', 'skewer', 'Bishop']",4,"['crushing', 'opening', 'skewer', 'Bishop']"
ioniz,r1b1k1nr/pp1p1ppp/4p3/q7/1b1nP3/P1N5/1PPB1PPP/R2QKB1R w KQkq - 1 8,a3b4 a5a1 d1a1 d4c2 e1d1 c2a1,1734,78,96,16864,advantage attraction fork long opening sacrifice Queen Knight,https://lichess.org/4zkPuAWM#Some(14),Sicilian_Defense Sicilian_Defense_Taimanov_Variation,"['advantage', 'attraction', 'fork', 'opening', 'sacrifice', 'Queen', 'Knight']",7,"['advantage', 'attraction', 'fork', 'opening', 'sacrifice', 'Queen', 'Knight']"
WzhIC,8/8/kp6/3Qp3/8/qP6/2P5/1K6 b - - 0 53,a3c5 d5a8 a6b5 a8a4,1745,77,94,6543,endgame mate mateIn2 queenEndgame short Queen,https://lichess.org/UCfgfOSl/black#Some(105),,"['endgame', 'mateIn2', 'Queen']",3,"['endgame', 'mateIn2', 'Queen']"
PRLLe,r3kb1r/pQp1pppp/1n6/2P5/8/7P/Pq3PP1/RN2KB1R b KQkq - 0 12,b2a1 f1b5 e8d8 e1g1,1833,79,91,1428,castling crushing defensiveMove middlegame short Bishop King,https://lichess.org/06SmzMhX/black#Some(23),Alekhine_Defense Alekhine_Defense_Other_variations,"['castling', 'crushing', 'defensiveMove', 'middlegame', 'Bishop', 'King']",6,"['castling', 'crushing', 'defensiveMove', 'middlegame', 'Bishop', 'King']"
2P8yV,5r2/p1R4p/6pk/1P2p3/3pqP1P/P1Q3PK/4P3/8 w - - 2 41,c3c5 e4h1 h3g4 f8f4 g3f4 h1g2,1865,75,95,10405,endgame long mate mateIn3 sacrifice Queen Rook,https://lichess.org/Wi0ErlXv#Some(80),,"['endgame', 'mateIn3', 'sacrifice', 'Queen', 'Rook']",5,"['endgame', 'mateIn3', 'sacrifice', 'Queen', 'Rook']"
F0roz,r3brk1/1pq4p/p1n1BPnQ/2bp3N/3p4/P4p2/1PP2PPP/R3R1K1 b - - 1 19,g8h8 h6g7 c7g7 f6g7,1823,75,90,1890,advancedPawn kingsideAttack mate mateIn2 middlegame short Queen Pawn,https://lichess.org/P0rQtTiv/black#Some(37),French_Defense French_Defense_Advance_Variation,"['advancedPawn', 'kingsideAttack', 'mateIn2', 'middlegame', 'Queen', 'Pawn']",6,"['advancedPawn', 'kingsideAttack', 'mateIn2', 'middlegame', 'Queen', 'Pawn']"
WkQkT,2kr1b1r/ppp2ppp/1q2pn2/8/N7/5B1P/PPP1QPP1/3R1RK1 b - - 3 14,b6a5 f3b7 c8b7 d1d8,1775,75,93,1921,crushing deflection middlegame queensideAttack short Bishop Rook,https://lichess.org/oFcfeweN/black#Some(27),Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,"['crushing', 'deflection', 'middlegame', 'queensideAttack', 'Bishop', 'Rook']",6,"['crushing', 'deflection', 'middlegame', 'queensideAttack', 'Bishop', 'Rook']"
Q0pyA,4Q3/ppp2ppk/6rp/8/1PP2P1q/P2P2rP/5RPK/5R2 w - - 5 31,e8e4 g3h3 g2h3 h4g3 h2h1 g3h3 f2h2 h3f1,1739,75,96,15793,clearance deflection endgame mate mateIn4 sacrifice veryLong Rook Queen,https://lichess.org/MHsamfKy#Some(60),,"['clearance', 'deflection', 'endgame', 'mateIn4', 'sacrifice', 'Rook', 'Queen']",7,"['clearance', 'deflection', 'endgame', 'mateIn4', 'sacrifice', 'Rook', 'Queen']"
gk7OA,5rk1/5qb1/3R2R1/p3p3/2P1P1Qp/2P5/1P5P/5rNK w - - 4 39,g4h4 f7f3 g6g2 f1g1 h1g1 f3f1,1762,79,96,15116,attraction long mate mateIn3 middlegame pin sacrifice Queen Rook,https://lichess.org/5xZYAMGr#Some(76),,"['attraction', 'mateIn3', 'middlegame', 'pin', 'sacrifice', 'Queen', 'Rook']",7,"['attraction', 'mateIn3', 'middlegame', 'pin', 'sacrifice', 'Queen', 'Rook']"
xLtHj,2b1k3/6p1/pPPK4/3P1p2/2N5/8/8/6q1 b - - 4 48,c8b7 c6b7 g1g3 c4e5,1867,74,94,1383,advancedPawn crushing defensiveMove endgame hangingPiece short Pawn Knight,https://lichess.org/hOaGW3kH/black#Some(95),,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'hangingPiece', 'Pawn', 'Knight']",7,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'hangingPiece', 'Pawn', 'Knight']"
wiLzI,r1b1r1k1/pp2ppbp/1qnp2p1/3P4/4n3/1N2BN2/PPQ2PPP/1K1R1B1R b - - 0 13,c6b4 c2e4 c8f5 e4f5,1747,75,92,2120,advantage hangingPiece middlegame short Queen,https://lichess.org/LIVY86jd/black#Some(25),London_System London_System_Other_variations,"['advantage', 'hangingPiece', 'middlegame', 'Queen']",4,"['advantage', 'hangingPiece', 'middlegame', 'Queen']"
mHHdj,rn2k2r/pbp5/1p3q1p/3p1P2/3Pp3/2P3QP/PP6/RN3BKR b kq - 0 20,f6f7 g3e5 e8d7 e5h8 b8c6 h8h6,1762,73,96,8927,crushing fork long middlegame Queen,https://lichess.org/u7r37Oj0/black#Some(39),,"['crushing', 'fork', 'middlegame', 'Queen']",4,"['crushing', 'fork', 'middlegame', 'Queen']"
6mQwA,1k1r3r/pp3p2/2p2q2/2Qnn2p/2pB4/4P1Pp/PP3P2/R2R1K1B b - - 5 23,b7b6 d4e5 f6e5 c5c6 d8d6 d1d5 d6c6 d5e5,1793,75,95,7184,crushing middlegame queensideAttack veryLong Bishop Queen Rook,https://lichess.org/AzGCaAP6/black#Some(45),,"['crushing', 'middlegame', 'queensideAttack', 'Bishop', 'Queen', 'Rook']",6,"['crushing', 'middlegame', 'queensideAttack', 'Bishop', 'Queen', 'Rook']"
h5tn9,5rk1/p4p1p/1pRqpbp1/8/1P1PQn2/P6P/1B3PP1/1B4K1 b - - 2 26,f4e2 g1f1 e2g3 f2g3,1777,75,94,3553,crushing defensiveMove middlegame short King Pawn,https://lichess.org/zpZtIokZ/black#Some(51),,"['crushing', 'defensiveMove', 'middlegame', 'King', 'Pawn']",5,"['crushing', 'defensiveMove', 'middlegame', 'King', 'Pawn']"
vSFD3,4rk2/p4ppr/4P3/1p5q/2p1Q3/2P5/PP4P1/3RR1K1 b - - 0 30,e8e6 e4a8 e6e8 e1e8,1854,78,93,3971,endgame mate mateIn2 short Queen Rook,https://lichess.org/sSPyT7Dv/black#Some(59),,"['endgame', 'mateIn2', 'Queen', 'Rook']",4,"['endgame', 'mateIn2', 'Queen', 'Rook']"
v4bAO,rn2k2r/5pp1/p1pp3p/1qb1P3/4nP1B/PB6/1P2N1PP/R2Q1K1R w kq - 3 17,e5d6 b5b3 d1b3 e4d2 f1e1 d2b3,1767,75,94,7877,advantage attraction fork long middlegame sacrifice Queen Knight,https://lichess.org/hcdwpsJK#Some(32),St_George_Defense St_George_Defense_Other_variations,"['advantage', 'attraction', 'fork', 'middlegame', 'sacrifice', 'Queen', 'Knight']",7,"['advantage', 'attraction', 'fork', 'middlegame', 'sacrifice', 'Queen', 'Knight']"
0vKzS,rn3r1k/pp2q3/2p1pbQ1/3p4/2PP1N2/1P3P2/P4PPP/R3K2R b KQ - 2 15,f8g8 g6h6 e7h7 h6f6,1750,82,84,196839,crushing deflection kingsideAttack middlegame short Queen,https://lichess.org/pLAEa6nF/black#Some(29),Slav_Defense Slav_Defense_Three_Knights_Variation,"['crushing', 'deflection', 'kingsideAttack', 'middlegame', 'Queen']",5,"['crushing', 'deflection', 'kingsideAttack', 'middlegame', 'Queen']"
DspoU,r3k1nr/ppp3pp/1bnp1q2/4p3/3NP3/1NP5/PP3PPP/R1BQR1K1 w kq - 0 12,d4c6 b6f2 g1h1 f2e1 d1e1 b7c6,1835,73,95,8438,crushing fork long opening Bishop Pawn,https://lichess.org/KXlmItpP#Some(22),Italian_Game Italian_Game_Other_variations,"['crushing', 'fork', 'opening', 'Bishop', 'Pawn']",5,"['crushing', 'fork', 'opening', 'Bishop', 'Pawn']"
vVb2x,8/6k1/8/5Rp1/5p2/5P1K/6P1/3r4 b - - 9 62,g7g6 h3g4 d1d2 f5g5 g6f6 g4f4,1835,74,96,1080,crushing endgame long rookEndgame King Rook,https://lichess.org/8UlJxSxY/black#Some(123),,"['crushing', 'endgame', 'King', 'Rook']",4,"['crushing', 'endgame', 'King', 'Rook']"
mIt2x,r5k1/2q2rp1/2p1bb1Q/4p1NP/1p2P3/1p1P4/P4P2/1K1N2RR b - - 2 24,a8a2 h6h7 g8f8 g5e6 f8e7 e6c7,1779,77,95,11172,crushing fork interference long middlegame Queen Knight,https://lichess.org/DPBx0pX9/black#Some(47),,"['crushing', 'fork', 'interference', 'middlegame', 'Queen', 'Knight']",6,"['crushing', 'fork', 'interference', 'middlegame', 'Queen', 'Knight']"
UfiZA,5r2/p6k/1p1Q4/2p3pp/P1P4K/6P1/1P1RP2P/5q2 w - - 0 41,h4h5 f1h3 h5g5 f8f5,1771,73,96,12403,endgame mate mateIn2 short Queen Rook,https://lichess.org/xngc89CX#Some(80),,"['endgame', 'mateIn2', 'Queen', 'Rook']",4,"['endgame', 'mateIn2', 'Queen', 'Rook']"
TLqeF,rnbqk2r/pp3ppp/2pbp3/P7/NnP5/5N1P/1P1B1PP1/R2QRBK1 b kq - 2 15,e8g8 c4c5 d6e7 d2b4,1739,74,95,12093,advantage interference opening short Pawn Bishop,https://lichess.org/q0oBs32V/black#Some(29),Scandinavian_Defense Scandinavian_Defense_Main_Line,"['advantage', 'interference', 'opening', 'Pawn', 'Bishop']",5,"['advantage', 'interference', 'opening', 'Pawn', 'Bishop']"
eYiEr,r1b1k2r/ppppn1pp/5q2/8/3P1B2/2N3P1/PPP1Q2P/R3KB1R w KQkq - 0 13,e2e7 f6e7 e1d2 e8g8 f1c4 g8h8,1757,77,90,2062,advantage castling defensiveMove hangingPiece long middlegame Queen King,https://lichess.org/5nrDGV7b#Some(24),Vienna_Game Vienna_Game_Vienna_Gambit,"['advantage', 'castling', 'defensiveMove', 'hangingPiece', 'middlegame', 'Queen', 'King']",7,"['advantage', 'castling', 'defensiveMove', 'hangingPiece', 'middlegame', 'Queen', 'King']"
