PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
rFjyG,r6k/2pn2pn/p2p3p/3Pp3/1P2Pr1N/5NqP/1PP1Q1P1/R3R1K1 w - - 6 28,a1a6 a8a6 e2a6 f4h4,1935,73,95,11655,advantage middlegame short Rook,https://lichess.org/5YrBQpWn#Some(54),,"['advantage', 'middlegame', 'Rook']",3,"['advantage', 'middlegame', 'Rook']"
gyOLC,1k5r/1p4p1/p2P4/2P5/3QN1pq/8/P4PP1/R4RK1 w - - 3 27,f2f3 g4g3 e4g3 h4d4,1994,74,97,2379,crushing discoveredAttack endgame short Pawn Queen,https://lichess.org/Kv5mQ53w#Some(52),,"['crushing', 'discoveredAttack', 'endgame', 'Pawn', 'Queen']",5,"['crushing', 'discoveredAttack', 'endgame', 'Pawn', 'Queen']"
J4qJI,5rk1/r1p2pp1/2Qp2np/q2np3/2N5/P5P1/1PP2P1P/2KR3R b - - 1 20,a5c5 c6c5 d6c5 d1d5,2005,77,92,2102,advantage capturingDefender middlegame short Queen Rook,https://lichess.org/XVCJdL5w/black#Some(39),,"['advantage', 'capturingDefender', 'middlegame', 'Queen', 'Rook']",5,"['advantage', 'capturingDefender', 'middlegame', 'Queen', 'Rook']"
kWXmA,r1bq1rk1/1pp1b1p1/p1n1p2R/4N3/2PP4/2NQ2P1/PP3PP1/R3K3 b Q - 0 16,g7h6 d3g6 g8h8 g6h6 h8g8 h6g6,1944,76,90,1037,advantage exposedKing kingsideAttack long middlegame Queen,https://lichess.org/L07dafhz/black#Some(31),Indian_Defense Indian_Defense_Other_variations,"['advantage', 'exposedKing', 'kingsideAttack', 'middlegame', 'Queen']",5,"['advantage', 'exposedKing', 'kingsideAttack', 'middlegame', 'Queen']"
OUUdp,1r1q1r2/pp2bk1p/4b3/2p2B2/2Pp2n1/1P1P4/PB4PP/R2Q1RK1 b - - 0 19,e6f5 d1g4 f7e8 f1f5 f8f5 g4f5,1949,76,91,1209,crushing intermezzo long middlegame pin Queen Rook,https://lichess.org/ObEeXfOP/black#Some(37),French_Defense French_Defense_Knight_Variation,"['crushing', 'intermezzo', 'middlegame', 'pin', 'Queen', 'Rook']",6,"['crushing', 'intermezzo', 'middlegame', 'pin', 'Queen', 'Rook']"
w7R88,2R1N3/p2p2kp/1p2p1p1/4n3/4P1P1/5q2/PP6/2K4R b - - 3 27,g7f7 h1h7 f7g8 e8f6,1879,76,88,1970,doubleCheck endgame mate mateIn2 short Rook Knight,https://lichess.org/ZLlFxbkh/black#Some(53),,"['doubleCheck', 'endgame', 'mateIn2', 'Rook', 'Knight']",5,"['doubleCheck', 'endgame', 'mateIn2', 'Rook', 'Knight']"
gg7eK,r3k2r/pp4p1/2p5/5P1p/QP4K1/P2R4/6PP/4qB1R w kq - 0 22,g4f3 e8g8 g2g4 h5g4 f3g4 e1e4,1999,79,92,3601,attraction castling crushing exposedKing long middlegame King Pawn Queen,https://lichess.org/zy4Ajbcf#Some(42),,"['attraction', 'castling', 'crushing', 'exposedKing', 'middlegame', 'King', 'Pawn', 'Queen']",8,"['attraction', 'castling', 'crushing', 'exposedKing', 'middlegame', 'King', 'Pawn', 'Queen']"
jFHWE,8/2p5/3kp2R/1Kp5/1p2P3/4P1P1/n5P1/8 w - - 0 35,h6h5 b4b3 h5h1 b3b2,2020,74,92,1103,advancedPawn crushing endgame short Pawn,https://lichess.org/goJtvrIB#Some(68),,"['advancedPawn', 'crushing', 'endgame', 'Pawn']",4,"['advancedPawn', 'crushing', 'endgame', 'Pawn']"
rxFug,2k4r/pp6/8/3p1N1b/2pPp3/1PP1R3/P3QP2/R5Kq w - - 1 33,g1h1 h5f3 h1g1 h8h1,1871,71,94,11649,doubleCheck endgame fork mate mateIn2 short Bishop Rook,https://lichess.org/78pVQgYS#Some(64),,"['doubleCheck', 'endgame', 'fork', 'mateIn2', 'Bishop', 'Rook']",6,"['doubleCheck', 'endgame', 'fork', 'mateIn2', 'Bishop', 'Rook']"
8RkO2,8/5p2/8/6p1/4K3/7k/7p/7R w - - 2 65,e4f3 g5g4 f3f4 g4g3 h1c1 g3g2 c1c3 h3h4 c3c8 h4h5 c8h8 h5g6 h8h2 g2g1q,1942,74,96,1712,advancedPawn crushing endgame promotion rookEndgame veryLong Pawn King,https://lichess.org/IkNxv3ED#Some(128),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn', 'King']",6,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn', 'King']"
9UD4k,2r3k1/p3q2p/1p6/3P1P2/1P2p3/P3QpP1/1N5P/5K2 b - - 0 39,c8c2 d5d6 e7f7 d6d7 f7d7 e3b3 g8f8 b3c2,2002,75,92,4755,advancedPawn advantage endgame fork veryLong Pawn Queen,https://lichess.org/3ZEpukqP/black#Some(77),,"['advancedPawn', 'advantage', 'endgame', 'fork', 'Pawn', 'Queen']",6,"['advancedPawn', 'advantage', 'endgame', 'fork', 'Pawn', 'Queen']"
ez0r0,r3k3/6R1/2pR1n2/4p3/4P1b1/Pp2P3/1P1K4/1Nr5 b q - 5 30,f6e4 d2c1 e4d6 g7g8 e8d7 g8a8,1907,75,90,1166,advantage exposedKing fork long middlegame skewer King Rook,https://lichess.org/1FAWwDOm/black#Some(59),,"['advantage', 'exposedKing', 'fork', 'middlegame', 'skewer', 'King', 'Rook']",7,"['advantage', 'exposedKing', 'fork', 'middlegame', 'skewer', 'King', 'Rook']"
Cu364,2r2r2/pp2Q1kp/6p1/8/1P6/q4N1P/5PP1/1R4K1 b - - 0 39,g7g8 f3g5 c8c1 g1h2,2016,74,94,9216,crushing defensiveMove endgame short Knight King,https://lichess.org/XWlb7FVa/black#Some(77),,"['crushing', 'defensiveMove', 'endgame', 'Knight', 'King']",5,"['crushing', 'defensiveMove', 'endgame', 'Knight', 'King']"
yrJun,r1bqnrk1/ppp1n1b1/3p4/3PpPBQ/2P5/2NB3P/PP3P2/R3K1R1 b Q - 0 18,c8f5 g5e7 d8e7 d3f5 f8f5 h5f5,1991,75,96,2553,crushing intermezzo long middlegame Bishop Queen,https://lichess.org/9bj8aUP0/black#Some(35),Kings_Indian_Defense Kings_Indian_Defense_Makogonov_Variation,"['crushing', 'intermezzo', 'middlegame', 'Bishop', 'Queen']",5,"['crushing', 'intermezzo', 'middlegame', 'Bishop', 'Queen']"
Vn3T0,6k1/p7/7p/6p1/P2PQ3/4PKPP/8/3q2N1 w - - 3 40,g1e2 d1h1 f3f2 h1e4,2027,75,92,1829,advantage endgame short skewer Queen,https://lichess.org/19RMMO52#Some(78),,"['advantage', 'endgame', 'skewer', 'Queen']",4,"['advantage', 'endgame', 'skewer', 'Queen']"
BLEtx,r1bqr1k1/pp1nb1pp/2p2p2/3pN2Q/3P1P2/2NBP3/PP4PP/R4RK1 b - - 1 13,d7f8 d3h7 f8h7 h5f7 g8h8 e5g6,2002,74,96,9108,kingsideAttack long mate mateIn3 middlegame sacrifice Bishop Queen Knight,https://lichess.org/H7e8e3bS/black#Some(25),Queens_Gambit_Declined Queens_Gambit_Declined_Barmen_Variation,"['kingsideAttack', 'mateIn3', 'middlegame', 'sacrifice', 'Bishop', 'Queen', 'Knight']",7,"['kingsideAttack', 'mateIn3', 'middlegame', 'sacrifice', 'Bishop', 'Queen', 'Knight']"
c4jbQ,8/4k3/5P2/p3N1K1/8/r4P2/8/8 b - - 0 55,e7f8 g5g6 a3b3 e5d7 f8e8 f6f7 e8d7 f7f8q,1979,75,97,5484,advancedPawn crushing deflection endgame exposedKing promotion veryLong King Knight Pawn,https://lichess.org/9kjAks5N/black#Some(109),,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'exposedKing', 'promotion', 'King', 'Knight', 'Pawn']",9,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'exposedKing', 'promotion', 'King', 'Knight', 'Pawn']"
5gdnl,1R6/4Qpk1/2q1p1pp/p7/3r4/6PK/5P1P/8 b - - 3 36,e6e5 e7e5 c6f6 b8g8 g7g8 e5f6,1928,74,93,1536,advantage deflection endgame fork long pin Queen Rook,https://lichess.org/EgTQkDbJ/black#Some(71),,"['advantage', 'deflection', 'endgame', 'fork', 'pin', 'Queen', 'Rook']",7,"['advantage', 'deflection', 'endgame', 'fork', 'pin', 'Queen', 'Rook']"
EvnZj,2rr2k1/1q2bp1p/p3BpnB/1p6/8/7Q/PP3PPP/2R1R1K1 b - - 0 21,f7e6 h3e6 g8h8 e6f7,1912,76,90,2302,crushing kingsideAttack middlegame short Queen,https://lichess.org/tmSXeiUs/black#Some(41),,"['crushing', 'kingsideAttack', 'middlegame', 'Queen']",4,"['crushing', 'kingsideAttack', 'middlegame', 'Queen']"
JdHPQ,6k1/1q2pp1p/2np2p1/2p2P2/Q1P1P3/4B1PP/1b6/3B2K1 b - - 0 27,c6d4 a4e8 g8g7 e3h6 g7h6 e8f8 h6g5 h3h4 g5f6 f8h8,1965,76,95,12280,attraction endgame mate mateIn5 sacrifice veryLong Queen Bishop Pawn,https://lichess.org/xA0vPO8I/black#Some(53),,"['attraction', 'endgame', 'mateIn5', 'sacrifice', 'Queen', 'Bishop', 'Pawn']",7,"['attraction', 'endgame', 'mateIn5', 'sacrifice', 'Queen', 'Bishop', 'Pawn']"
JufwP,2r2rk1/p1b2p1p/4p1p1/8/1P2Q3/P3P1P1/1B1q1P1P/2R1R1K1 w - - 1 23,b2d4 c7g3 h2g3 c8c1 e1c1 d2c1,1920,74,94,6491,advantage discoveredAttack long middlegame Bishop Rook Queen,https://lichess.org/Qg62kvqW#Some(44),,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook', 'Queen']",6,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook', 'Queen']"
IMmXk,1r6/p5k1/1p1P1b2/1P1Bp2R/P3Pp2/2BK1np1/6P1/8 w - - 0 45,g2f3 g3g2 c3e5 g2g1q e5f6 g7f6,1888,76,95,5732,advancedPawn crushing endgame long promotion Pawn King,https://lichess.org/dYtWi9zB#Some(88),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn', 'King']",6,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn', 'King']"
N2qGL,3q1r1k/8/1p2p2p/2bPP2n/4Bpp1/1Q3P2/PP4PP/2R2R1K w - - 2 26,d5d6 h5g3 h2g3 f4g3 c1c5 d8h4 h1g1 h4h2,1891,76,96,8264,kingsideAttack mate mateIn4 middlegame sacrifice veryLong Knight Pawn Queen,https://lichess.org/dO9o9Ukt#Some(50),,"['kingsideAttack', 'mateIn4', 'middlegame', 'sacrifice', 'Knight', 'Pawn', 'Queen']",7,"['kingsideAttack', 'mateIn4', 'middlegame', 'sacrifice', 'Knight', 'Pawn', 'Queen']"
LZW8z,r3qrk1/1p3ppp/8/R4b2/2P5/1N3P2/nP1Q2PP/1K3B1R w - - 2 20,b1a2 e8a4 a5a4 a8a4,1943,77,95,10973,mate mateIn2 middlegame sacrifice short xRayAttack Queen Rook,https://lichess.org/lQH6o6WA#Some(38),,"['mateIn2', 'middlegame', 'sacrifice', 'xRayAttack', 'Queen', 'Rook']",6,"['mateIn2', 'middlegame', 'sacrifice', 'xRayAttack', 'Queen', 'Rook']"
4Hj6o,2r1q1k1/R4pb1/1p1R2p1/7p/1Q2nB2/5P1P/PP3PPK/4r3 w - - 0 22,f3e4 e1e4 b4d2 e4f4 d2f4 g7e5,1872,75,92,3669,crushing long middlegame pin Rook Bishop,https://lichess.org/yrLBqGtJ#Some(42),,"['crushing', 'middlegame', 'pin', 'Rook', 'Bishop']",5,"['crushing', 'middlegame', 'pin', 'Rook', 'Bishop']"
hIz3g,r1bq1rk1/p1p2ppp/1np5/2bpP2Q/8/P2B4/1PP2PPP/RNB2RK1 b - - 1 11,f7f5 e5f6 g7g6 d3g6,1912,74,92,6613,crushing enPassant opening short Pawn Bishop,https://lichess.org/OvaflM6A/black#Some(21),Scotch_Game Scotch_Game_Scotch_Gambit,"['crushing', 'enPassant', 'opening', 'Pawn', 'Bishop']",5,"['crushing', 'enPassant', 'opening', 'Pawn', 'Bishop']"
VbT78,r1bqk2r/ppp3pp/2n2n2/3pp1B1/1b6/2N5/PPPQPPPP/2KR1BNR w kq - 4 8,d2d5 f6d5 g5d8 d5c3 b2c3 b4a3 c1b1 c6d8,1902,74,88,1252,crushing opening veryLong Knight Bishop,https://lichess.org/sZk0t48k#Some(14),Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,"['crushing', 'opening', 'Knight', 'Bishop']",4,"['crushing', 'opening', 'Knight', 'Bishop']"
IAvlJ,3r1knr/1pN1bppp/p7/4Pb2/8/8/PP1B1PPP/R3KB1R w KQ - 3 16,f1c4 d8c8 d2a5 e7d8 a5b4 g8e7,1873,75,94,4231,advantage clearance long middlegame Rook Bishop Knight,https://lichess.org/I7yJX9t3#Some(30),Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,"['advantage', 'clearance', 'middlegame', 'Rook', 'Bishop', 'Knight']",6,"['advantage', 'clearance', 'middlegame', 'Rook', 'Bishop', 'Knight']"
6UwUL,2R5/8/8/6PK/7P/r7/2pk4/8 w - - 1 65,c8d8 a3d3 d8c8 d3c3 c8c3 d2c3 g5g6 c2c1q,1963,76,91,2663,advancedPawn crushing defensiveMove endgame promotion rookEndgame veryLong Rook King Pawn,https://lichess.org/59GhYn67#Some(128),,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'promotion', 'Rook', 'King', 'Pawn']",8,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'promotion', 'Rook', 'King', 'Pawn']"
