PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
YVwnN,4r2k/p6p/8/P1QP1b1r/5Pp1/6P1/1P3PBq/R2R1K2 w - - 3 28,b2b4 h2h1 g2h1 h5h1 f1g2 f5e4 f2f3 e4f3 g2f2 e8e2,1773,75,92,4209,fork mate mateIn5 middlegame sacrifice veryLong Queen Rook Bishop,https://lichess.org/tYLJaSO0#Some(54),,"['fork', 'mateIn5', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Bishop']",7,"['fork', 'mateIn5', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Bishop']"
INuTH,3r1rk1/pp3p1p/2pR1PpQ/4P2n/6b1/8/PPP3P1/2KN1qNR w - - 3 20,h1h5 f1d1 d6d1 d8d1,1690,75,95,3009,mate mateIn2 middlegame queensideAttack short xRayAttack Queen Rook,https://lichess.org/mkQPUBIQ#Some(38),,"['mateIn2', 'middlegame', 'queensideAttack', 'xRayAttack', 'Queen', 'Rook']",6,"['mateIn2', 'middlegame', 'queensideAttack', 'xRayAttack', 'Queen', 'Rook']"
GsG2o,2r2rk1/p6p/3p1ppQ/8/P3P1N1/1pq2P2/3R3P/1K3BR1 w - - 0 26,d2b2 c3e1 h6c1 c8c1,1733,76,95,9060,mate mateIn2 middlegame queensideAttack short Queen Rook,https://lichess.org/y2QTU6z6#Some(50),,"['mateIn2', 'middlegame', 'queensideAttack', 'Queen', 'Rook']",5,"['mateIn2', 'middlegame', 'queensideAttack', 'Queen', 'Rook']"
boy6O,8/1p2k1p1/2p1P2p/p2q4/P4P2/2P2KP1/1P2R1Q1/3r4 w - - 9 33,f3g4 h6h5 g4h3 d1h1 g2h1 d5h1,1795,75,95,9542,crushing endgame long xRayAttack Pawn Rook Queen,https://lichess.org/qNnlIoFB#Some(64),,"['crushing', 'endgame', 'xRayAttack', 'Pawn', 'Rook', 'Queen']",6,"['crushing', 'endgame', 'xRayAttack', 'Pawn', 'Rook', 'Queen']"
RE0pK,rn2r1k1/pp3ppp/2p5/8/2Pq2n1/1P1PpRP1/P1Q1P1NP/1N3RK1 b - - 5 20,b8d7 f3f4 d4e5 f4g4,1710,74,93,4082,crushing interference middlegame short Rook,https://lichess.org/yJqxq8af/black#Some(39),,"['crushing', 'interference', 'middlegame', 'Rook']",4,"['crushing', 'interference', 'middlegame', 'Rook']"
OIlme,4rrk1/pb1n1p2/1p1p1npb/2p3N1/3P3Q/1BP5/PP1Nq1PP/R1B3RK w - - 7 18,h4h6 e2g2 g1g2 e8e1 d2f1 e1f1,1807,75,93,6133,clearance kingsideAttack long mate mateIn3 middlegame pin sacrifice Queen Rook,https://lichess.org/TtlMH2iB#Some(34),Canard_Opening Canard_Opening_Other_variations,"['clearance', 'kingsideAttack', 'mateIn3', 'middlegame', 'pin', 'sacrifice', 'Queen', 'Rook']",8,"['clearance', 'kingsideAttack', 'mateIn3', 'middlegame', 'pin', 'sacrifice', 'Queen', 'Rook']"
t53r3,6r1/5p2/4k3/N1Pp1p2/1P6/5p2/8/3RKRr1 w - - 0 36,f1g1 g8g1 e1d2 f3f2,1695,75,91,1033,advancedPawn crushing endgame short Rook Pawn,https://lichess.org/uKsmlZZ1#Some(70),,"['advancedPawn', 'crushing', 'endgame', 'Rook', 'Pawn']",5,"['advancedPawn', 'crushing', 'endgame', 'Rook', 'Pawn']"
VOJHd,rnb1k2r/pp3ppp/2q1p3/8/2BPnP2/5N2/PP1N2PP/R2Q1RK1 b kq - 3 11,e8g8 f3e5 c6b6 d2e4,1679,74,96,4339,crushing opening short Knight,https://lichess.org/SIhLbYSB/black#Some(21),Caro-Kann_Defense Caro-Kann_Defense_Other_variations,"['crushing', 'opening', 'Knight']",3,"['crushing', 'opening', 'Knight']"
g49PJ,r2q1rk1/1p1bbp1p/p1n1p2p/3pP3/3P4/P1N2N2/2B2PPP/R2Q1RK1 b - - 3 14,d7e8 d1d3 f7f5 e5f6 e8g6 f6e7,1780,73,95,10012,advancedPawn crushing enPassant long middlegame Queen Pawn,https://lichess.org/VARetz1n/black#Some(27),French_Defense French_Defense_Advance_Variation,"['advancedPawn', 'crushing', 'enPassant', 'middlegame', 'Queen', 'Pawn']",6,"['advancedPawn', 'crushing', 'enPassant', 'middlegame', 'Queen', 'Pawn']"
anSo9,1r2r1k1/1p3p1p/pn1p3B/2pP1N2/2Pb4/3Q4/PP4PP/q4B1K b - - 1 24,e8e1 d3g3 g8h8 h6g7 d4g7 g3g7,1698,74,93,1314,kingsideAttack long mate mateIn3 middlegame Queen Bishop,https://lichess.org/VnaYbp88/black#Some(47),,"['kingsideAttack', 'mateIn3', 'middlegame', 'Queen', 'Bishop']",5,"['kingsideAttack', 'mateIn3', 'middlegame', 'Queen', 'Bishop']"
31vbY,4r1k1/3R1p1p/p1K4R/1pp3P1/6P1/8/P7/3r4 b - - 17 36,e8e6 h6e6 d1d7 e6e8 g8g7 c6d7,1690,75,93,1275,crushing endgame intermezzo long rookEndgame Rook King,https://lichess.org/WAUtgIuL/black#Some(71),,"['crushing', 'endgame', 'intermezzo', 'Rook', 'King']",5,"['crushing', 'endgame', 'intermezzo', 'Rook', 'King']"
HEXjW,6qr/pppknR2/3pp3/6r1/4P3/2PP2PP/PP3Q1K/6R1 b - - 6 27,b7b6 f2f6 g8e8 f7e7 e8e7 f6h8,1803,75,93,6406,advantage deflection fork long middlegame Queen Rook,https://lichess.org/lCLbeUyQ/black#Some(53),,"['advantage', 'deflection', 'fork', 'middlegame', 'Queen', 'Rook']",6,"['advantage', 'deflection', 'fork', 'middlegame', 'Queen', 'Rook']"
A8TLS,B2Q4/p4kpp/1pp1p3/4p1B1/1q1Pb3/2n5/P4PPP/R4RK1 w - - 2 20,d4e5 c3e2 g1h1 e4g2 h1g2 b4g4 g2h1 g4f3,1726,76,93,1170,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong Knight Bishop Queen,https://lichess.org/3aQ54yNQ#Some(38),,"['attraction', 'kingsideAttack', 'mateIn4', 'middlegame', 'sacrifice', 'Knight', 'Bishop', 'Queen']",8,"['attraction', 'kingsideAttack', 'mateIn4', 'middlegame', 'sacrifice', 'Knight', 'Bishop', 'Queen']"
x7ORM,1r6/1b1pkr1p/ppq1p1p1/8/1PP4Q/3B1P2/P5PP/3RR1K1 b - - 2 26,e7f8 d3g6 h7g6 h4h8 f8e7 h8b8,1818,77,95,7609,crushing exposedKing long middlegame sacrifice skewer Bishop Queen,https://lichess.org/gDivmlq0/black#Some(51),,"['crushing', 'exposedKing', 'middlegame', 'sacrifice', 'skewer', 'Bishop', 'Queen']",7,"['crushing', 'exposedKing', 'middlegame', 'sacrifice', 'skewer', 'Bishop', 'Queen']"
zVen8,2k4r/1bq5/P1n5/2N4p/1P1pp3/P6P/1B2B1rb/R3Q2K b - - 0 28,h2g1 a6b7 c8b8 c5a6 b8b7 a6c7,1723,75,93,1514,advancedPawn crushing exposedKing fork long middlegame Pawn Knight,https://lichess.org/dh2vMMsY/black#Some(55),,"['advancedPawn', 'crushing', 'exposedKing', 'fork', 'middlegame', 'Pawn', 'Knight']",7,"['advancedPawn', 'crushing', 'exposedKing', 'fork', 'middlegame', 'Pawn', 'Knight']"
lxRmi,r3k1nr/1p3ppp/p3b3/8/2B5/2P5/P4PPP/R1BK3R w kq - 0 15,h1e1 e8c8 d1c2 e6c4,1746,81,91,2945,castling crushing discoveredAttack middlegame short King Bishop,https://lichess.org/TdBZJ29d#Some(28),Sicilian_Defense Sicilian_Defense_French_Variation,"['castling', 'crushing', 'discoveredAttack', 'middlegame', 'King', 'Bishop']",6,"['castling', 'crushing', 'discoveredAttack', 'middlegame', 'King', 'Bishop']"
yAOFJ,8/RP6/5k2/1rP3p1/6K1/p7/8/8 b - - 0 52,a3a2 c5c6 a2a1q a7a1,1688,76,96,2179,crushing endgame rookEndgame short Pawn Rook,https://lichess.org/nqpl0O7e/black#Some(103),,"['crushing', 'endgame', 'Pawn', 'Rook']",4,"['crushing', 'endgame', 'Pawn', 'Rook']"
W3m1u,8/8/8/7R/6K1/r6p/5Pk1/8 w - - 4 56,f2f4 a3g3 g4f5 h3h2,1780,75,97,2239,advancedPawn crushing endgame rookEndgame short Rook Pawn,https://lichess.org/Z4UWCtaM#Some(110),,"['advancedPawn', 'crushing', 'endgame', 'Rook', 'Pawn']",5,"['advancedPawn', 'crushing', 'endgame', 'Rook', 'Pawn']"
WvviU,2kr1b1r/p1p1qppp/2p2n2/5bN1/8/3p1P2/PPPQB1PP/RNB2RK1 w - - 0 12,e2d1 d3c2 d1c2 d8d2,1715,76,90,1948,advancedPawn advantage discoveredAttack fork opening short Pawn Rook,https://lichess.org/mum7g1MB#Some(22),Italian_Game Italian_Game_Two_Knights_Defense,"['advancedPawn', 'advantage', 'discoveredAttack', 'fork', 'opening', 'Pawn', 'Rook']",7,"['advancedPawn', 'advantage', 'discoveredAttack', 'fork', 'opening', 'Pawn', 'Rook']"
pcXBL,r1bq1bkr/pppp2pp/2n5/4P3/2Q5/8/PB3PPP/RN2K1NR b KQ - 2 10,d7d5 e5d6 c8e6 c4e6,1696,75,94,7372,discoveredAttack enPassant kingsideAttack mate mateIn2 opening short Pawn Queen,https://lichess.org/GJ22t5t7/black#Some(19),Danish_Gambit_Accepted Danish_Gambit_Accepted_Classical_Defense,"['discoveredAttack', 'enPassant', 'kingsideAttack', 'mateIn2', 'opening', 'Pawn', 'Queen']",7,"['discoveredAttack', 'enPassant', 'kingsideAttack', 'mateIn2', 'opening', 'Pawn', 'Queen']"
rMOX3,1n2k2B/p1p2p1p/3q4/8/4Pn2/3B1N1b/P1PQ1PP1/5RK1 w - - 0 21,g2h3 d6g6 f3g5 g6g5 g1h1 g5g2,1776,73,96,4685,long mate mateIn3 middlegame Queen,https://lichess.org/lAG2hB8S#Some(40),,"['mateIn3', 'middlegame', 'Queen']",3,"['mateIn3', 'middlegame', 'Queen']"
aVmW8,8/4n3/1k6/1P5N/3K4/7p/8/8 w - - 0 49,d4e3 h3h2 h5g3 e7f5 g3f5 h2h1q,1779,77,96,20404,advancedPawn crushing deflection endgame exposedKing knightEndgame long promotion Pawn Knight,https://lichess.org/3LnMJUuV#Some(96),,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'exposedKing', 'promotion', 'Pawn', 'Knight']",8,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'exposedKing', 'promotion', 'Pawn', 'Knight']"
X5eEt,4r1k1/4r1pp/p3b3/1pp3qB/2Pnp3/1P6/P4RPQ/5RK1 b - - 3 36,e8d8 f2f8 d8f8 f1f8 g8f8 h2b8 e6c8 b8c8 e7e8 c8e8,1699,74,94,2011,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong Rook Queen,https://lichess.org/FjIA2bNv/black#Some(71),,"['attraction', 'kingsideAttack', 'mateIn5', 'middlegame', 'sacrifice', 'Rook', 'Queen']",7,"['attraction', 'kingsideAttack', 'mateIn5', 'middlegame', 'sacrifice', 'Rook', 'Queen']"
e7lkb,7k/p1q2rpp/bp3p2/2p1pP1Q/4P2P/2r4P/P5RK/6R1 b - - 1 31,c3d3 g2g7 d3d2 h2h1 d2h2 h1h2 f7g7 h5e8 g7g8 g1g8,1779,75,92,3147,kingsideAttack mate mateIn5 middlegame veryLong Rook King Queen,https://lichess.org/p6FMsJTt/black#Some(61),,"['kingsideAttack', 'mateIn5', 'middlegame', 'Rook', 'King', 'Queen']",6,"['kingsideAttack', 'mateIn5', 'middlegame', 'Rook', 'King', 'Queen']"
nOQYd,r1b1k2r/3p1ppp/p7/2qPp3/1pNn4/2B5/PPP2PPP/R2Q1RK1 w kq - 2 15,c4e5 b4c3 f1e1 e8g8,1676,74,95,14168,advantage castling defensiveMove middlegame short Pawn King,https://lichess.org/IR0KCupP#Some(28),Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,"['advantage', 'castling', 'defensiveMove', 'middlegame', 'Pawn', 'King']",6,"['advantage', 'castling', 'defensiveMove', 'middlegame', 'Pawn', 'King']"
TY3S3,2k4r/Q4ppr/1p2p3/3pn2b/3p4/1P1P4/P1P1BR1B/7K w - - 2 30,h2e5 h5f3 h1g1 h7h1,1802,72,95,12384,doubleCheck mate mateIn2 middlegame short Bishop Rook,https://lichess.org/xOu4JfoY#Some(58),,"['doubleCheck', 'mateIn2', 'middlegame', 'Bishop', 'Rook']",5,"['doubleCheck', 'mateIn2', 'middlegame', 'Bishop', 'Rook']"
3t5Pg,8/pp5p/1k4p1/4rn2/1PQb4/8/P1P3PP/R6K w - - 0 33,a1d1 f5g3 h2g3 e5h5,1755,74,97,16333,clearance endgame mate mateIn2 sacrifice short Knight Rook,https://lichess.org/zWw1nG1k#Some(64),,"['clearance', 'endgame', 'mateIn2', 'sacrifice', 'Knight', 'Rook']",6,"['clearance', 'endgame', 'mateIn2', 'sacrifice', 'Knight', 'Rook']"
HBl8M,r1bq1rk1/pp2bpp1/2n2n1B/2p1p2P/4P3/2P2P2/PP4Q1/RN2KBNR b KQ - 2 13,f6h5 h1h5 e7h4 e1e2,1767,76,92,2313,advantage defensiveMove hangingPiece opening pin short Rook King,https://lichess.org/etIv7Phy/black#Some(25),French_Defense French_Defense_Kings_Indian_Attack,"['advantage', 'defensiveMove', 'hangingPiece', 'opening', 'pin', 'Rook', 'King']",7,"['advantage', 'defensiveMove', 'hangingPiece', 'opening', 'pin', 'Rook', 'King']"
DgqQk,r1b1k2r/2q1p1bp/p1p3p1/3pP1N1/3P4/1P2nQ2/PB4PP/RN3RK1 b kq - 6 15,e3f1 f3f7 e8d8 f7g7,1705,74,94,2478,crushing fork middlegame short Queen,https://lichess.org/oIzgS7fd/black#Some(29),Sicilian_Defense Sicilian_Defense_McDonnell_Attack,"['crushing', 'fork', 'middlegame', 'Queen']",4,"['crushing', 'fork', 'middlegame', 'Queen']"
g7eMN,Rn1r3r/1Qb5/2p1k3/4p3/4p3/2P1B1Pp/5P1N/6K1 w - - 3 34,a8b8 d8d1 h2f1 h3h2 g1h1 d1f1 h1g2 h2h1q,1711,75,94,1614,advancedPawn deflection mate mateIn4 middlegame promotion veryLong Rook Pawn,https://lichess.org/IScJZtp8#Some(66),,"['advancedPawn', 'deflection', 'mateIn4', 'middlegame', 'promotion', 'Rook', 'Pawn']",7,"['advancedPawn', 'deflection', 'mateIn4', 'middlegame', 'promotion', 'Rook', 'Pawn']"
