PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
1FC1d,r7/p3R2p/P1pN2k1/6p1/1P1B1p2/2P3Pq/5P1P/6K1 b - - 3 29,f4f3 e7g7 g6h5 g7h7 h5g4 h7h3,1223,75,93,2136,crushing deflection endgame interference long skewer Rook,https://lichess.org/M0AUomAZ/black#Some(57),,"['crushing', 'deflection', 'endgame', 'interference', 'skewer', 'Rook']",6,"['crushing', 'deflection', 'endgame', 'interference', 'skewer', 'Rook']"
DdFpf,r2r2k1/6p1/p1RN2bp/1p1p4/5p2/1P6/P4PPP/3R2K1 w - - 0 27,d1d5 g6e4 d6e4 d8d5,1240,75,98,4182,crushing endgame short Bishop Rook,https://lichess.org/Mn6IyX28#Some(52),,"['crushing', 'endgame', 'Bishop', 'Rook']",4,"['crushing', 'endgame', 'Bishop', 'Rook']"
HWqQb,3r1rk1/5pp1/pb2bq1p/1ppp4/5B2/2P2NQ1/PP3PPP/R3R1K1 b - - 1 18,f6g6 g3g6 f7g6 e1e6 f8f4 e6b6,1378,76,92,3543,capturingDefender crushing long middlegame Queen Rook,https://lichess.org/bOF89psm/black#Some(35),Ruy_Lopez Ruy_Lopez_Morphy_Defense,"['capturingDefender', 'crushing', 'middlegame', 'Queen', 'Rook']",5,"['capturingDefender', 'crushing', 'middlegame', 'Queen', 'Rook']"
7UcPW,4r2k/pp2q1pp/2pQP3/2P2r2/2B5/7P/P1P4K/3R4 b - - 9 33,h7h6 d6e7 e8e7 d1d8 h8h7 c4d3 g7g6 d3f5,1310,75,94,6383,clearance crushing endgame pin veryLong Queen Rook Bishop,https://lichess.org/I8hPcfmK/black#Some(65),,"['clearance', 'crushing', 'endgame', 'pin', 'Queen', 'Rook', 'Bishop']",7,"['clearance', 'crushing', 'endgame', 'pin', 'Queen', 'Rook', 'Bishop']"
kjfXs,r2r2k1/pp1bq1p1/4Rn1Q/5P2/2B5/2p3R1/P5PP/6K1 b - - 0 26,d7e6 c4e6 g8f8 h6h8 f6g8 h8g8,1351,75,91,2642,long mate mateIn3 middlegame pin Bishop Queen,https://lichess.org/mScAO69B/black#Some(51),,"['mateIn3', 'middlegame', 'pin', 'Bishop', 'Queen']",5,"['mateIn3', 'middlegame', 'pin', 'Bishop', 'Queen']"
Iowsf,rn3rk1/pp3ppp/4pR2/2P1N3/8/4Q3/Pq4PP/3R2K1 b - - 0 18,g7f6 e3g3 g8h8 e5f7 f8f7 d1d8 f7f8 d8f8,1238,76,96,13034,deflection mate mateIn4 middlegame sacrifice veryLong Queen Knight Rook,https://lichess.org/SGDCYl6X/black#Some(35),Slav_Defense Slav_Defense_Diemer_Gambit,"['deflection', 'mateIn4', 'middlegame', 'sacrifice', 'Queen', 'Knight', 'Rook']",7,"['deflection', 'mateIn4', 'middlegame', 'sacrifice', 'Queen', 'Knight', 'Rook']"
4gETg,8/pRp1n3/2n4p/4pP2/3pP2P/2k5/6QK/3q4 b - - 0 38,d1d2 b7b3 c3b3 g2d2,1242,75,96,9103,crushing deflection endgame short Rook Queen,https://lichess.org/D7vMY4Ad/black#Some(75),,"['crushing', 'deflection', 'endgame', 'Rook', 'Queen']",5,"['crushing', 'deflection', 'endgame', 'Rook', 'Queen']"
v8MyH,r1b2rk1/1p2qppn/p3p2p/3pP3/3n1P2/P1NB4/1P4PP/R2QK1NR b KQ - 1 14,b7b5 d3h7 g8h7 d1d4,1298,75,94,20678,advantage discoveredAttack kingsideAttack middlegame short Bishop Queen,https://lichess.org/4Jm4TE4a/black#Some(27),Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation,"['advantage', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'Bishop', 'Queen']",6,"['advantage', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'Bishop', 'Queen']"
3aUnP,1k6/1P4p1/pR1K3p/8/P4rP1/3P4/8/8 w - - 6 49,b6a6 f4f6 d6e5 f6a6,1330,77,95,23351,crushing endgame rookEndgame short skewer Rook,https://lichess.org/kZ7M93E8#Some(96),,"['crushing', 'endgame', 'skewer', 'Rook']",4,"['crushing', 'endgame', 'skewer', 'Rook']"
mrwje,r2q2k1/5bb1/p1p2r1p/P4p2/2pp1PPQ/1BNP4/1PP2BP1/R4RK1 w - - 1 25,f2d4 d8d4 h4f2 d4f2 f1f2 c4b3,1344,75,96,11214,advantage hangingPiece kingsideAttack long middlegame Queen Pawn,https://lichess.org/IpS3REUF#Some(48),,"['advantage', 'hangingPiece', 'kingsideAttack', 'middlegame', 'Queen', 'Pawn']",6,"['advantage', 'hangingPiece', 'kingsideAttack', 'middlegame', 'Queen', 'Pawn']"
SuQ9a,3k2nB/p6p/2p3p1/5p2/4p3/b2nNPP1/1p2K1BP/7R w - - 0 26,e3c4 d3c1 e2d1 b2b1q,1317,74,90,1036,advancedPawn crushing middlegame promotion short Knight Pawn,https://lichess.org/WnK1YNTg#Some(50),,"['advancedPawn', 'crushing', 'middlegame', 'promotion', 'Knight', 'Pawn']",6,"['advancedPawn', 'crushing', 'middlegame', 'promotion', 'Knight', 'Pawn']"
oVgjm,6k1/p2b1q2/1p5p/2p1R1p1/2P1Bp2/2B2P1P/P5P1/6K1 b - - 3 28,d7e6 e5e6 f7e6 e4d5 e6d5 c4d5,1375,74,100,2249,advantage endgame long pin sacrifice Rook Bishop Pawn,https://lichess.org/BSzliltk/black#Some(55),,"['advantage', 'endgame', 'pin', 'sacrifice', 'Rook', 'Bishop', 'Pawn']",7,"['advantage', 'endgame', 'pin', 'sacrifice', 'Rook', 'Bishop', 'Pawn']"
3GvBk,2kr1b1r/ppp2ppp/5n2/3PN3/2P3b1/1QNnB3/P4PPP/q2B1RK1 b - - 5 14,d3e5 d1g4 f6g4 f1a1,1231,75,94,17320,advantage discoveredAttack middlegame short Bishop Rook,https://lichess.org/WZF1zuMi/black#Some(27),Scandinavian_Defense Scandinavian_Defense_Boehnke_Gambit,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook']",5,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook']"
t923E,8/r5k1/6p1/6q1/5p1p/1B5P/P1R2PP1/4R1K1 w - - 0 43,e1c1 f4f3 g2g4 h4g3,1349,76,87,3700,crushing enPassant endgame pin short Pawn,https://lichess.org/HJY0BYed#Some(84),,"['crushing', 'enPassant', 'endgame', 'pin', 'Pawn']",5,"['crushing', 'enPassant', 'endgame', 'pin', 'Pawn']"
hZLTd,5r1k/1p2Q1pp/p7/7P/8/3RP3/Pqr2PP1/5RK1 b - - 2 28,c2f2 e7f8 f2f8 f1f8,1371,76,91,4223,backRankMate endgame mate mateIn2 short xRayAttack Queen Rook,https://lichess.org/ZhIZwGX9/black#Some(55),,"['endgame', 'mateIn2', 'xRayAttack', 'Queen', 'Rook']",5,"['endgame', 'mateIn2', 'xRayAttack', 'Queen', 'Rook']"
oDHO0,r1b1kb1r/pp2pppp/3p4/q2P4/Pn2n3/5N2/1P2BPPP/RNBQ1K1R b kq - 0 9,b4d5 e2b5 c8d7 d1d5,1360,77,94,25835,advantage interference intermezzo opening short Bishop Queen,https://lichess.org/5zKSBrKX/black#Some(17),Sicilian_Defense Sicilian_Defense_Delayed_Alapin,"['advantage', 'interference', 'intermezzo', 'opening', 'Bishop', 'Queen']",6,"['advantage', 'interference', 'intermezzo', 'opening', 'Bishop', 'Queen']"
9JPZc,r3r1k1/p2N1pp1/2p2n1p/2qp2Q1/6b1/P1PB4/5PPP/R4RK1 b - - 1 18,c5c3 d7f6 c3f6 g5g4,1331,75,96,10741,advantage kingsideAttack middlegame pin short Knight Queen,https://lichess.org/ayCGKj04/black#Some(35),French_Defense French_Defense_Knight_Variation,"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'Knight', 'Queen']",6,"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'Knight', 'Queen']"
K4Bsk,8/8/7p/7P/1p4k1/1P2K3/2P5/8 w - - 0 57,e3f2 g4h5 c2c4 b4c3,1351,77,97,4088,crushing enPassant endgame pawnEndgame short King Pawn,https://lichess.org/uzj7tKRI#Some(112),,"['crushing', 'enPassant', 'endgame', 'King', 'Pawn']",5,"['crushing', 'enPassant', 'endgame', 'King', 'Pawn']"
CzuUe,6k1/7p/p2q2p1/R2p1p1n/3P4/1P1QNP1P/1P3KP1/2r5 w - - 7 32,d3d2 d6g3 f2e2 h5f4,1244,75,93,5923,endgame mate mateIn2 short Queen Knight,https://lichess.org/Fe5GZ8KW#Some(62),,"['endgame', 'mateIn2', 'Queen', 'Knight']",4,"['endgame', 'mateIn2', 'Queen', 'Knight']"
BkHlF,2r2rk1/pp3ppp/3p4/3Np3/4Pqb1/3K4/PPP2P2/R6R b - - 4 20,f4f2 d5e7 g8h8 h1h7 h8h7 a1h1 g4h3 h1h3 f2h4 h3h4,1239,80,85,2107,anastasiaMate attraction fork mate mateIn5 middlegame sacrifice veryLong Knight Rook,https://lichess.org/OrKkPbHF/black#Some(39),,"['attraction', 'fork', 'mateIn5', 'middlegame', 'sacrifice', 'Knight', 'Rook']",7,"['attraction', 'fork', 'mateIn5', 'middlegame', 'sacrifice', 'Knight', 'Rook']"
s4PYW,r3kbnr/1pq2ppp/2n1p3/PN1pNb2/3P1B2/8/1PP2PPP/R2QK2R b KQkq - 0 11,c7e7 e5c6 b7c6 b5c7 e8d8 c7a8,1373,76,95,14970,advantage fork long opening Knight,https://lichess.org/8P5xTeOe/black#Some(21),Caro-Kann_Defense Caro-Kann_Defense_Other_variations,"['advantage', 'fork', 'opening', 'Knight']",4,"['advantage', 'fork', 'opening', 'Knight']"
vDl4H,r2qk2r/ppp2Bbp/3p2p1/4pP2/3nP1n1/2NP4/PPP2QPP/R1B2RK1 b kq - 0 11,e8f7 f5g6 f7e6 f2f7,1248,76,94,1269,doubleCheck mate mateIn2 middlegame short Pawn Queen,https://lichess.org/TEQd7pRS/black#Some(21),Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,"['doubleCheck', 'mateIn2', 'middlegame', 'Pawn', 'Queen']",5,"['doubleCheck', 'mateIn2', 'middlegame', 'Pawn', 'Queen']"
z9HIz,5k2/5P2/4P3/3pK1p1/4p3/8/8/8 b - - 2 51,e4e3 e5f6 e3e2 e6e7,1263,75,95,19134,advancedPawn endgame mate mateIn2 pawnEndgame short King Pawn,https://lichess.org/7BmH3gxU/black#Some(101),,"['advancedPawn', 'endgame', 'mateIn2', 'King', 'Pawn']",5,"['advancedPawn', 'endgame', 'mateIn2', 'King', 'Pawn']"
enulb,r4rk1/1pp2ppp/p7/4b3/2P1N2q/P4Q1P/1PP2PP1/R1B3K1 b - - 0 18,a8d8 c1g5 h4e4 f3e4,1362,75,92,1045,crushing fork middlegame short trappedPiece Bishop Queen,https://lichess.org/xP3NVTrC/black#Some(35),Italian_Game Italian_Game_Giuoco_Piano,"['crushing', 'fork', 'middlegame', 'trappedPiece', 'Bishop', 'Queen']",6,"['crushing', 'fork', 'middlegame', 'trappedPiece', 'Bishop', 'Queen']"
SJit0,2r2r1k/3Q3p/5Rp1/8/p1p5/q1P4P/6P1/5R1K b - - 0 36,f8f6 d7c8 a3f8 c8f8 f6f8 f1f8,1287,77,92,5892,crushing endgame hangingPiece long xRayAttack Queen Rook,https://lichess.org/BXjXvCqC/black#Some(71),,"['crushing', 'endgame', 'hangingPiece', 'xRayAttack', 'Queen', 'Rook']",6,"['crushing', 'endgame', 'hangingPiece', 'xRayAttack', 'Queen', 'Rook']"
xKpHy,r1b2rk1/pp4pp/2p5/3pN2Q/3P1q2/4bR2/6PP/R6K b - - 1 24,f4g5 f3f8 g8f8 h5f7,1325,75,91,4034,attraction kingsideAttack mate mateIn2 middlegame short Rook Queen,https://lichess.org/maRWLpoc/black#Some(47),,"['attraction', 'kingsideAttack', 'mateIn2', 'middlegame', 'Rook', 'Queen']",6,"['attraction', 'kingsideAttack', 'mateIn2', 'middlegame', 'Rook', 'Queen']"
9CY1L,6k1/p1p1rpp1/1p2n2p/8/1P1P1Q2/2P3RP/P3q1B1/6K1 w - - 7 28,f4h6 e2e1 g1h2 e1g3 h2g3 g7h6,1354,74,97,3534,crushing endgame exposedKing fork long Queen Pawn,https://lichess.org/kWfx6Q1b#Some(54),,"['crushing', 'endgame', 'exposedKing', 'fork', 'Queen', 'Pawn']",6,"['crushing', 'endgame', 'exposedKing', 'fork', 'Queen', 'Pawn']"
ng0kJ,8/6p1/p7/P4k1r/1P1p4/5KN1/2r5/4R3 b - - 4 44,f5g5 e1e5 g5f6 e5h5,1229,79,93,6700,advantage deflection endgame short skewer Rook,https://lichess.org/pvkn2Hf1/black#Some(87),,"['advantage', 'deflection', 'endgame', 'skewer', 'Rook']",5,"['advantage', 'deflection', 'endgame', 'skewer', 'Rook']"
